id,name,price,sale_price
746,cronut,244.00,98.00
747,echo,73.00,52.00
748,disrupt,244.00,129.00
749,kitsch,58.00,102.00
750,quinoa,316.00,108.00
751,vice,271.00,108.00
752,vice,242.00,125.00
753,tattooed,351.00,39.00
754,pitchfork,226.00,171.00
755,retro,273.00,73.00
756,quinoa,166.00,121.00
757,mlkshk,222.00,71.00
758,cray,247.00,29.00
759,cold-pressed,66.00,84.00
760,pinterest,348.00,56.00
761,pickled,112.00,65.00
762,kickstarter,262.00,56.00
763,seitan,380.00,97.00
764,cray,77.00,24.00
765,vinyl,101.00,108.00
766,street,19.00,155.00
767,organic,352.00,80.00
768,offal,325.00,39.00
769,echo,171.00,181.00
770,stumptown,166.00,66.00
771,forage,268.00,50.00
772,leggings,289.00,5.00
773,pinterest,165.00,92.00
774,gastropub,284.00,113.00
775,chartreuse,163.00,147.00
776,lomo,348.00,73.00
777,humblebrag,299.00,62.00
778,cronut,326.00,12.00
779,artisan,20.00,107.00
780,pabst,124.00,64.00
781,waistcoat,380.00,96.00
782,loko,303.00,83.00
783,street,211.00,34.00
784,lomo,53.00,91.00
785,chillwave,13.00,59.00
786,tofu,227.00,99.00
787,meggings,65.00,61.00
788,celiac,213.00,143.00
789,truffaut,44.00,56.00
790,vinyl,63.00,111.00
791,poutine,54.00,129.00
792,Yuccie,290.00,130.00
793,neutra,140.00,7.00
794,synth,270.00,179.00
795,paleo,104.00,167.00
796,kogi,248.00,135.00
797,pour-over,157.00,150.00
798,swag,251.00,149.00
799,biodiesel,33.00,15.00
800,skateboard,214.00,121.00
801,meh,360.00,130.00
802,neutra,97.00,64.00
803,cray,218.00,57.00
804,gastropub,266.00,68.00
805,beard,188.00,125.00
806,drinking,363.00,55.00
807,skateboard,155.00,58.00
808,kitsch,364.00,36.00
809,forage,372.00,85.00
810,90's,338.00,100.00
811,hella,68.00,28.00
812,cliche,211.00,97.00
813,whatever,28.00,28.00
814,ennui,144.00,8.00
815,kitsch,255.00,87.00
816,kitsch,162.00,97.00
817,tattooed,116.00,7.00
818,everyday,164.00,79.00
819,Thundercats,61.00,170.00
820,listicle,69.00,109.00
821,health,294.00,22.00
822,pop-up,116.00,19.00
823,plaid,240.00,70.00
824,vinegar,103.00,146.00
825,master,202.00,81.00
826,heirloom,106.00,171.00
827,Godard,52.00,138.00
828,pickled,87.00,161.00
829,narwhal,130.00,65.00
830,quinoa,201.00,69.00
831,master,318.00,52.00
832,shoreditch,26.00,36.00
833,everyday,360.00,140.00
834,keytar,196.00,84.00
835,hoodie,97.00,160.00
836,slow-carb,321.00,147.00
837,beard,219.00,9.00
838,scenester,36.00,130.00
839,pug,193.00,160.00
840,PBR&B,182.00,12.00
841,narwhal,202.00,40.00
842,echo,340.00,123.00
843,celiac,260.00,52.00
844,pour-over,129.00,155.00
845,semiotics,122.00,166.00
846,knausgaard,257.00,174.00
847,flexitarian,341.00,106.00
848,venmo,316.00,38.00
849,portland,320.00,68.00
850,keytar,191.00,13.00
851,neutra,57.00,120.00
852,pitchfork,13.00,167.00
853,flannel,124.00,120.00
854,synth,135.00,119.00
855,cred,286.00,104.00
856,flannel,218.00,185.00
857,pitchfork,107.00,40.00
858,YOLO,266.00,40.00
859,pabst,31.00,98.00
860,celiac,107.00,60.00
861,helvetica,272.00,84.00
862,helvetica,75.00,22.00
863,austin,379.00,54.00
864,chicharrones,43.00,93.00
865,chambray,193.00,56.00
866,dreamcatcher,320.00,126.00
867,ennui,34.00,11.00
868,+1,125.00,74.00
869,hella,369.00,71.00
870,aesthetic,350.00,14.00
871,keffiyeh,145.00,41.00
872,farm-to-table,219.00,50.00
873,post-ironic,249.00,146.00
874,helvetica,171.00,165.00
875,bespoke,187.00,61.00
876,squid,221.00,0.00
877,crucifix,101.00,148.00
878,locavore,90.00,186.00
879,hoodie,132.00,111.00
880,cardigan,6.00,145.00
881,umami,304.00,148.00
882,retro,78.00,47.00
883,brunch,177.00,25.00
884,poutine,216.00,50.00
885,XOXO,147.00,23.00
886,asymmetrical,91.00,148.00
887,mlkshk,332.00,162.00
888,celiac,86.00,45.00
889,distillery,354.00,4.00
890,chambray,33.00,78.00
891,banjo,296.00,133.00
892,narwhal,144.00,57.00
893,whatever,377.00,34.00
894,gluten-free,287.00,80.00
895,knausgaard,267.00,81.00
896,scenester,122.00,161.00
897,quinoa,353.00,31.00
898,vinegar,272.00,140.00
899,portland,102.00,24.00
900,artisan,363.00,94.00
901,austin,284.00,160.00
902,poutine,334.00,11.00
903,viral,278.00,91.00
904,pinterest,42.00,28.00
905,heirloom,64.00,42.00
906,truffaut,13.00,6.00
907,mixtape,131.00,120.00
908,kickstarter,125.00,36.00
909,authentic,23.00,159.00
910,leggings,241.00,45.00
911,selvage,324.00,124.00
912,cray,243.00,84.00
913,90's,166.00,37.00
914,chillwave,262.00,149.00
915,franzen,249.00,131.00
916,knausgaard,363.00,99.00
917,meditation,233.00,58.00
918,tilde,150.00,189.00
919,XOXO,245.00,164.00
920,cornhole,114.00,94.00
921,hashtag,308.00,84.00
922,kombucha,33.00,86.00
923,health,159.00,56.00
924,try-hard,173.00,158.00
925,sustainable,166.00,124.00
926,church-key,23.00,28.00
927,actually,193.00,93.00
928,vinegar,163.00,3.00
929,banjo,235.00,66.00
930,tousled,221.00,125.00
931,shoreditch,89.00,48.00
932,readymade,337.00,21.00
933,fixie,60.00,104.00
934,twee,198.00,103.00
935,drinking,98.00,166.00
936,YOLO,88.00,122.00
937,hoodie,189.00,37.00
938,park,263.00,56.00
939,XOXO,101.00,189.00
940,synth,9.00,113.00
941,8-bit,36.00,7.00
942,pickled,138.00,190.00
943,everyday,25.00,73.00
944,migas,380.00,108.00
945,sriracha,316.00,9.00
946,chia,132.00,183.00
947,fixie,108.00,12.00
948,hashtag,18.00,32.00
949,carry,234.00,17.00
950,lo-fi,283.00,62.00
951,authentic,23.00,10.00
952,portland,37.00,78.00
953,pop-up,253.00,148.00
954,salvia,6.00,81.00
955,vice,360.00,122.00
956,90's,160.00,17.00
957,microdosing,238.00,61.00
958,pour-over,81.00,75.00
959,roof,30.00,10.00
960,everyday,347.00,188.00
961,narwhal,81.00,129.00
962,narwhal,161.00,189.00
963,post-ironic,187.00,176.00
964,bushwick,88.00,129.00
965,pug,133.00,143.00
966,ethical,221.00,35.00
967,echo,223.00,85.00
968,fingerstache,376.00,139.00
969,locavore,275.00,56.00
970,schlitz,176.00,44.00
971,ennui,380.00,84.00
972,fixie,124.00,112.00
973,pour-over,329.00,82.00
974,neutra,179.00,101.00
975,shoreditch,138.00,130.00
976,normcore,150.00,123.00
977,locavore,80.00,9.00
978,heirloom,74.00,190.00
979,salvia,16.00,137.00
980,ramps,193.00,105.00
981,vice,376.00,146.00
982,venmo,269.00,97.00
983,pinterest,329.00,122.00
984,cleanse,131.00,126.00
985,irony,5.00,74.00
986,humblebrag,270.00,136.00
987,Godard,300.00,28.00
988,skateboard,88.00,21.00
989,viral,193.00,7.00
990,waistcoat,67.00,81.00
991,street,221.00,154.00
992,cliche,104.00,154.00
993,keffiyeh,183.00,63.00
994,kitsch,356.00,8.00
995,forage,107.00,170.00
996,swag,142.00,100.00
997,fixie,129.00,128.00
998,wayfarers,55.00,189.00
999,pickled,127.00,19.00
1000,hoodie,196.00,11.00
1,Thundercats,302.00,151.00
2,venmo,207.00,168.00
3,chia,335.00,175.00
4,Godard,308.00,76.00
5,butcher,119.00,169.00
6,banjo,230.00,104.00
7,+1,75.00,3.00
8,kickstarter,78.00,5.00
9,disrupt,309.00,48.00
10,offal,183.00,3.00
11,keytar,93.00,103.00
12,retro,176.00,16.00
13,bushwick,273.00,102.00
14,vinegar,52.00,105.00
15,leggings,19.00,97.00
16,tofu,339.00,113.00
17,blog,26.00,90.00
18,pinterest,19.00,186.00
19,normcore,223.00,5.00
20,aesthetic,146.00,4.00
21,kogi,109.00,37.00
22,hashtag,246.00,23.00
23,chartreuse,324.00,21.00
24,hammock,319.00,75.00
25,asymmetrical,366.00,26.00
26,Godard,284.00,83.00
27,bushwick,291.00,186.00
28,sartorial,229.00,50.00
29,distillery,110.00,19.00
30,vegan,139.00,152.00
31,biodiesel,154.00,137.00
32,tattooed,130.00,83.00
33,taxidermy,312.00,40.00
34,austin,319.00,8.00
35,artisan,143.00,124.00
36,forage,45.00,0.00
37,letterpress,27.00,101.00
38,stumptown,185.00,16.00
39,tousled,46.00,143.00
40,actually,154.00,82.00
41,bushwick,310.00,10.00
42,sustainable,201.00,133.00
43,mlkshk,350.00,188.00
44,austin,314.00,121.00
45,vinyl,290.00,127.00
46,venmo,152.00,29.00
47,vice,125.00,161.00
48,tacos,348.00,40.00
49,quinoa,344.00,46.00
50,gentrify,110.00,125.00
51,irony,40.00,10.00
52,VHS,72.00,11.00
53,meh,307.00,190.00
54,gluten-free,252.00,27.00
55,selvage,96.00,106.00
56,carry,371.00,42.00
57,ethical,40.00,58.00
58,mixtape,205.00,61.00
59,poutine,336.00,170.00
60,vinyl,116.00,81.00
61,flannel,18.00,185.00
62,drinking,101.00,188.00
63,blog,273.00,143.00
64,tacos,72.00,120.00
65,swag,238.00,180.00
66,mixtape,282.00,61.00
67,chicharrones,306.00,64.00
68,beard,169.00,33.00
69,aesthetic,39.00,69.00
70,chillwave,277.00,154.00
71,letterpress,334.00,171.00
72,selvage,95.00,77.00
73,intelligentsia,371.00,22.00
74,vinyl,218.00,16.00
75,biodiesel,264.00,44.00
76,celiac,219.00,96.00
77,loko,75.00,65.00
78,paleo,270.00,133.00
79,plaid,328.00,104.00
80,forage,12.00,131.00
81,sriracha,209.00,108.00
82,Godard,206.00,101.00
83,lo-fi,254.00,62.00
84,tattooed,47.00,167.00
85,synth,316.00,129.00
86,chambray,291.00,69.00
87,kombucha,167.00,17.00
88,intelligentsia,66.00,140.00
89,gastropub,110.00,135.00
90,artisan,17.00,59.00
91,everyday,188.00,5.00
92,cronut,176.00,70.00
93,literally,286.00,168.00
94,offal,296.00,130.00
95,cornhole,126.00,35.00
96,venmo,37.00,93.00
97,letterpress,357.00,123.00
98,normcore,32.00,165.00
99,gentrify,213.00,86.00
100,hammock,297.00,5.00
101,disrupt,76.00,152.00
102,offal,68.00,89.00
103,slow-carb,264.00,122.00
104,brooklyn,78.00,167.00
105,sartorial,146.00,90.00
106,aesthetic,80.00,165.00
107,readymade,206.00,168.00
108,kitsch,134.00,43.00
109,meh,104.00,12.00
110,beard,194.00,158.00
111,chia,291.00,156.00
112,actually,261.00,163.00
113,cliche,125.00,166.00
114,meditation,241.00,82.00
115,helvetica,365.00,122.00
116,cray,213.00,122.00
117,kogi,53.00,133.00
118,YOLO,107.00,105.00
119,scenester,236.00,136.00
120,vinyl,117.00,21.00
121,brunch,255.00,167.00
122,microdosing,55.00,85.00
123,iPhone,351.00,55.00
124,schlitz,32.00,47.00
125,cronut,63.00,35.00
126,cred,265.00,69.00
127,locavore,70.00,89.00
128,occupy,274.00,150.00
129,stumptown,208.00,43.00
130,polaroid,298.00,131.00
131,authentic,370.00,182.00
132,pop-up,361.00,91.00
133,mustache,376.00,120.00
134,shoreditch,227.00,175.00
135,90's,367.00,85.00
136,twee,15.00,34.00
137,celiac,207.00,152.00
138,kogi,379.00,70.00
139,vegan,73.00,164.00
140,cred,380.00,173.00
141,helvetica,9.00,186.00
142,knausgaard,117.00,101.00
143,neutra,211.00,156.00
144,synth,277.00,113.00
145,butcher,14.00,166.00
146,meggings,355.00,111.00
147,blog,358.00,4.00
148,squid,74.00,138.00
149,poutine,144.00,119.00
150,neutra,38.00,9.00
151,fixie,9.00,85.00
152,hashtag,266.00,132.00
153,irony,363.00,25.00
154,kogi,264.00,190.00
155,ennui,271.00,100.00
156,pinterest,18.00,66.00
157,selvage,376.00,92.00
158,tofu,243.00,103.00
159,gastropub,69.00,185.00
160,sriracha,304.00,144.00
161,ethical,264.00,152.00
162,forage,234.00,35.00
163,pinterest,257.00,53.00
164,meditation,10.00,120.00
165,helvetica,98.00,68.00
166,quinoa,282.00,144.00
167,kitsch,265.00,67.00
168,normcore,251.00,122.00
169,kitsch,340.00,95.00
170,taxidermy,310.00,153.00
171,pabst,354.00,182.00
172,humblebrag,362.00,98.00
173,cred,232.00,105.00
174,beard,235.00,57.00
175,ethical,13.00,35.00
176,austin,364.00,77.00
177,lomo,192.00,145.00
178,brunch,290.00,156.00
179,ramps,20.00,188.00
180,polaroid,48.00,179.00
181,keytar,235.00,115.00
182,salvia,178.00,47.00
183,knausgaard,12.00,135.00
184,meh,313.00,83.00
185,street,337.00,51.00
186,pabst,319.00,46.00
187,post-ironic,67.00,89.00
188,keffiyeh,357.00,98.00
189,farm-to-table,252.00,35.00
190,ugh,283.00,133.00
191,everyday,9.00,15.00
192,tousled,273.00,27.00
193,quinoa,150.00,176.00
194,wayfarers,305.00,186.00
195,franzen,268.00,133.00
196,cardigan,191.00,147.00
197,try-hard,125.00,129.00
198,pinterest,230.00,4.00
199,tilde,97.00,31.00
200,wayfarers,362.00,102.00
201,DIY,20.00,129.00
202,leggings,151.00,25.00
203,synth,63.00,83.00
204,health,53.00,162.00
205,chicharrones,121.00,87.00
206,church-key,241.00,177.00
207,leggings,175.00,163.00
208,quinoa,279.00,32.00
209,skateboard,280.00,61.00
210,flexitarian,342.00,113.00
211,Godard,227.00,121.00
212,portland,133.00,110.00
213,forage,97.00,20.00
214,hella,243.00,139.00
215,biodiesel,311.00,17.00
216,etsy,367.00,71.00
217,portland,142.00,179.00
218,migas,323.00,125.00
219,irony,334.00,182.00
220,williamsburg,308.00,115.00
221,neutra,63.00,86.00
222,pickled,138.00,144.00
223,viral,19.00,48.00
224,carry,233.00,108.00
225,portland,294.00,118.00
226,aesthetic,367.00,135.00
227,meggings,128.00,127.00
228,lo-fi,113.00,102.00
229,crucifix,274.00,76.00
230,pour-over,347.00,40.00
231,locavore,146.00,145.00
232,chillwave,226.00,101.00
233,heirloom,221.00,183.00
234,sartorial,207.00,165.00
235,tilde,121.00,8.00
236,selvage,224.00,24.00
237,flannel,296.00,103.00
238,goth,278.00,127.00
239,literally,222.00,117.00
240,Godard,93.00,183.00
241,mixtape,226.00,74.00
242,williamsburg,199.00,100.00
243,aesthetic,34.00,49.00
244,dreamcatcher,327.00,140.00
245,shoreditch,61.00,165.00
246,readymade,174.00,71.00
247,+1,90.00,108.00
248,tattooed,195.00,3.00
249,wayfarers,33.00,189.00
250,forage,218.00,107.00
251,retro,284.00,9.00
252,tattooed,152.00,34.00
253,flexitarian,166.00,41.00
254,gluten-free,140.00,24.00
255,marfa,99.00,108.00
256,master,176.00,21.00
257,whatever,351.00,130.00
258,twee,163.00,37.00
259,keffiyeh,285.00,127.00
260,master,194.00,188.00
261,humblebrag,22.00,24.00
262,everyday,100.00,139.00
263,slow-carb,257.00,142.00
264,waistcoat,201.00,171.00
265,kickstarter,288.00,45.00
266,freegan,285.00,177.00
267,gastropub,332.00,151.00
268,ethical,325.00,25.00
269,aesthetic,93.00,83.00
270,disrupt,354.00,187.00
271,vegan,91.00,187.00
272,microdosing,23.00,139.00
273,sriracha,72.00,63.00
274,readymade,160.00,65.00
275,portland,336.00,173.00
276,synth,354.00,95.00
277,authentic,172.00,12.00
278,ugh,25.00,105.00
279,sartorial,75.00,69.00
280,XOXO,365.00,75.00
281,umami,254.00,184.00
282,keytar,267.00,117.00
283,vinegar,219.00,108.00
284,umami,254.00,122.00
285,chia,81.00,175.00
286,cornhole,365.00,50.00
287,vegan,144.00,177.00
288,pabst,304.00,10.00
289,retro,242.00,180.00
290,retro,225.00,100.00
291,Thundercats,116.00,185.00
292,polaroid,89.00,13.00
293,hella,160.00,181.00
294,vegan,143.00,176.00
295,blog,325.00,145.00
296,wolf,336.00,31.00
297,narwhal,213.00,169.00
298,hella,5.00,136.00
299,paleo,191.00,151.00
300,synth,257.00,56.00
301,offal,327.00,24.00
302,drinking,355.00,51.00
303,everyday,330.00,88.00
304,pickled,231.00,128.00
305,letterpress,255.00,167.00
306,flexitarian,85.00,176.00
307,keytar,220.00,142.00
308,+1,105.00,49.00
309,chia,320.00,105.00
310,tattooed,314.00,20.00
311,heirloom,31.00,180.00
312,paleo,287.00,82.00
313,knausgaard,106.00,116.00
314,cronut,146.00,169.00
315,chillwave,235.00,113.00
316,artisan,122.00,167.00
317,locavore,25.00,158.00
318,vinyl,378.00,155.00
319,leggings,220.00,72.00
320,occupy,162.00,96.00
321,+1,47.00,183.00
322,tumblr,178.00,147.00
323,mustache,114.00,85.00
324,paleo,70.00,32.00
325,marfa,319.00,104.00
326,cold-pressed,351.00,19.00
327,Yuccie,50.00,62.00
328,meditation,173.00,14.00
329,mixtape,132.00,122.00
330,hoodie,118.00,88.00
331,fixie,342.00,30.00
332,ugh,147.00,29.00
333,Godard,150.00,93.00
334,pinterest,72.00,33.00
335,actually,358.00,33.00
336,bespoke,71.00,159.00
337,echo,107.00,189.00
338,bushwick,181.00,13.00
339,ramps,92.00,79.00
340,chillwave,170.00,20.00
341,brunch,360.00,68.00
342,pug,284.00,95.00
343,viral,279.00,62.00
344,cold-pressed,377.00,165.00
345,VHS,189.00,61.00
346,chillwave,148.00,56.00
347,distillery,51.00,91.00
348,kogi,328.00,8.00
349,cliche,101.00,80.00
350,hoodie,243.00,156.00
351,cold-pressed,211.00,175.00
352,keytar,14.00,172.00
353,hammock,121.00,113.00
354,DIY,132.00,24.00
355,+1,368.00,71.00
356,franzen,376.00,103.00
357,beard,222.00,10.00
358,semiotics,90.00,133.00
359,tumblr,97.00,74.00
360,meh,89.00,30.00
361,ramps,26.00,28.00
362,lomo,354.00,10.00
363,polaroid,137.00,103.00
364,selvage,227.00,67.00
365,cold-pressed,220.00,42.00
366,PBR&B,270.00,7.00
367,mixtape,265.00,15.00
368,kitsch,89.00,112.00
369,meggings,369.00,48.00
370,microdosing,300.00,22.00
371,asymmetrical,351.00,132.00
372,tattooed,355.00,57.00
373,selvage,82.00,94.00
374,intelligentsia,191.00,26.00
375,seitan,225.00,81.00
376,mlkshk,213.00,171.00
377,viral,329.00,30.00
378,freegan,28.00,62.00
379,cred,10.00,4.00
380,farm-to-table,222.00,58.00
381,cray,17.00,62.00
382,echo,325.00,90.00
383,distillery,337.00,166.00
384,offal,121.00,189.00
385,mustache,147.00,13.00
386,franzen,129.00,142.00
387,viral,255.00,150.00
388,brunch,238.00,179.00
389,carry,317.00,76.00
390,fixie,92.00,38.00
391,echo,305.00,32.00
392,listicle,111.00,188.00
393,chicharrones,238.00,151.00
394,XOXO,377.00,86.00
395,bespoke,14.00,184.00
396,wayfarers,270.00,145.00
397,brunch,260.00,67.00
398,vegan,143.00,153.00
399,squid,230.00,10.00
400,90's,222.00,90.00
401,synth,47.00,71.00
402,hashtag,340.00,114.00
403,migas,118.00,190.00
404,heirloom,192.00,141.00
405,ramps,7.00,175.00
406,williamsburg,38.00,182.00
407,plaid,90.00,40.00
408,park,164.00,164.00
409,schlitz,150.00,186.00
410,bespoke,116.00,0.00
411,pop-up,41.00,66.00
412,slow-carb,209.00,0.00
413,tilde,13.00,130.00
414,sustainable,302.00,146.00
415,Godard,214.00,4.00
416,gentrify,214.00,158.00
417,vegan,61.00,93.00
418,literally,14.00,91.00
419,vinegar,223.00,159.00
420,artisan,186.00,99.00
421,echo,93.00,135.00
422,pour-over,347.00,150.00
423,viral,367.00,103.00
424,franzen,29.00,100.00
425,aesthetic,141.00,23.00
426,kombucha,162.00,130.00
427,blog,146.00,153.00
428,hella,240.00,72.00
429,tilde,23.00,71.00
430,sartorial,38.00,33.00
431,knausgaard,169.00,87.00
432,selvage,140.00,73.00
433,tofu,309.00,1.00
434,mumblecore,334.00,184.00
435,migas,50.00,119.00
436,pug,69.00,99.00
437,butcher,224.00,76.00
438,pabst,147.00,34.00
439,truffaut,279.00,45.00
440,Godard,111.00,140.00
441,hashtag,294.00,133.00
442,roof,143.00,134.00
443,schlitz,200.00,160.00
444,hella,149.00,184.00
445,wolf,341.00,72.00
446,XOXO,66.00,171.00
447,carry,344.00,14.00
448,cleanse,154.00,162.00
449,normcore,199.00,21.00
450,lo-fi,123.00,135.00
451,meditation,329.00,91.00
452,echo,216.00,168.00
453,selfies,27.00,19.00
454,artisan,75.00,186.00
455,chartreuse,17.00,39.00
456,disrupt,274.00,76.00
457,banjo,20.00,85.00
458,carry,293.00,32.00
459,shoreditch,72.00,72.00
460,pabst,166.00,126.00
461,organic,351.00,166.00
462,keytar,277.00,119.00
463,synth,280.00,80.00
464,90's,362.00,20.00
465,migas,354.00,115.00
466,pabst,342.00,167.00
467,microdosing,304.00,160.00
468,tofu,6.00,176.00
469,fingerstache,17.00,14.00
470,gentrify,69.00,154.00
471,8-bit,114.00,91.00
472,freegan,53.00,162.00
473,roof,350.00,160.00
474,twee,271.00,42.00
475,etsy,87.00,26.00
476,selfies,164.00,157.00
477,meditation,143.00,3.00
478,VHS,190.00,125.00
479,synth,173.00,6.00
480,mixtape,329.00,166.00
481,twee,376.00,100.00
482,waistcoat,367.00,101.00
483,asymmetrical,73.00,163.00
484,narwhal,325.00,43.00
485,hoodie,5.00,132.00
486,pug,262.00,103.00
487,cornhole,118.00,165.00
488,asymmetrical,369.00,73.00
489,skateboard,222.00,62.00
490,pickled,119.00,83.00
491,vegan,136.00,52.00
492,gluten-free,358.00,37.00
493,austin,67.00,6.00
494,freegan,34.00,30.00
495,gastropub,346.00,75.00
496,goth,136.00,92.00
497,seitan,260.00,106.00
498,occupy,302.00,175.00
499,cardigan,103.00,158.00
500,listicle,192.00,146.00
501,paleo,10.00,177.00
502,helvetica,43.00,7.00
503,keffiyeh,229.00,30.00
504,plaid,98.00,14.00
505,readymade,178.00,101.00
506,intelligentsia,54.00,141.00
507,taxidermy,183.00,46.00
508,cardigan,330.00,109.00
509,drinking,208.00,81.00
510,chambray,131.00,163.00
511,tofu,350.00,149.00
512,swag,167.00,79.00
513,meditation,159.00,118.00
514,intelligentsia,380.00,177.00
515,tumblr,71.00,136.00
516,blog,96.00,124.00
517,bespoke,89.00,102.00
518,mustache,56.00,79.00
519,helvetica,131.00,189.00
520,iPhone,109.00,13.00
521,pour-over,280.00,19.00
522,venmo,377.00,42.00
523,meggings,203.00,127.00
524,Godard,210.00,36.00
525,bespoke,339.00,67.00
526,vinegar,16.00,60.00
527,tousled,122.00,123.00
528,sustainable,303.00,118.00
529,waistcoat,173.00,62.00
530,street,96.00,26.00
531,waistcoat,63.00,172.00
532,cold-pressed,248.00,109.00
533,chia,62.00,151.00
534,williamsburg,10.00,162.00
535,freegan,78.00,107.00
536,butcher,105.00,67.00
537,cardigan,99.00,41.00
538,health,228.00,136.00
539,venmo,49.00,163.00
540,whatever,242.00,41.00
541,aesthetic,157.00,29.00
542,kogi,162.00,71.00
543,artisan,136.00,12.00
544,retro,71.00,105.00
545,kombucha,292.00,189.00
546,offal,167.00,121.00
547,bespoke,236.00,143.00
548,gastropub,74.00,80.00
549,iPhone,76.00,167.00
550,celiac,270.00,82.00
551,pitchfork,239.00,103.00
552,sartorial,353.00,138.00
553,hammock,87.00,2.00
554,cornhole,239.00,139.00
555,pickled,66.00,30.00
556,fixie,226.00,158.00
557,keytar,281.00,183.00
558,lumbersexual,166.00,108.00
559,schlitz,27.00,31.00
560,fixie,25.00,174.00
561,fingerstache,345.00,85.00
562,irony,339.00,96.00
563,occupy,266.00,165.00
564,park,261.00,145.00
565,pug,199.00,169.00
566,authentic,262.00,159.00
567,letterpress,146.00,155.00
568,readymade,301.00,172.00
569,umami,76.00,115.00
570,loko,205.00,136.00
571,pitchfork,329.00,119.00
572,franzen,201.00,165.00
573,iPhone,352.00,177.00
574,austin,364.00,52.00
575,selvage,230.00,171.00
576,tousled,215.00,176.00
577,letterpress,172.00,77.00
578,meditation,289.00,181.00
579,sartorial,310.00,169.00
580,pug,120.00,157.00
581,wolf,287.00,17.00
582,taxidermy,271.00,87.00
583,umami,94.00,23.00
584,chambray,314.00,74.00
585,cronut,207.00,114.00
586,8-bit,289.00,158.00
587,bushwick,324.00,168.00
588,goth,226.00,13.00
589,gastropub,314.00,41.00
590,schlitz,253.00,26.00
591,VHS,216.00,164.00
592,ramps,366.00,51.00
593,shoreditch,131.00,144.00
594,PBR&B,262.00,166.00
595,flexitarian,183.00,159.00
596,drinking,353.00,124.00
597,skateboard,246.00,113.00
598,williamsburg,254.00,32.00
599,cliche,68.00,132.00
600,intelligentsia,199.00,95.00
601,distillery,95.00,41.00
602,pabst,92.00,48.00
603,PBR&B,123.00,124.00
604,heirloom,143.00,74.00
605,Yuccie,31.00,80.00
606,cliche,206.00,117.00
607,cornhole,351.00,186.00
608,asymmetrical,181.00,140.00
609,etsy,188.00,98.00
610,Thundercats,95.00,69.00
611,loko,315.00,118.00
612,fixie,23.00,78.00
613,disrupt,248.00,109.00
614,paleo,303.00,119.00
615,pabst,285.00,111.00
616,humblebrag,48.00,35.00
617,pabst,48.00,183.00
618,actually,110.00,116.00
619,8-bit,262.00,86.00
620,biodiesel,358.00,5.00
621,tumblr,194.00,49.00
622,goth,65.00,151.00
623,freegan,282.00,57.00
624,pitchfork,292.00,26.00
625,kogi,328.00,39.00
626,dreamcatcher,216.00,169.00
627,farm-to-table,276.00,27.00
628,master,273.00,89.00
629,retro,210.00,90.00
630,health,168.00,170.00
631,hammock,366.00,113.00
632,distillery,260.00,67.00
633,biodiesel,220.00,60.00
634,mlkshk,317.00,46.00
635,tofu,283.00,96.00
636,narwhal,183.00,25.00
637,humblebrag,286.00,150.00
638,normcore,226.00,88.00
639,church-key,294.00,61.00
640,flannel,8.00,89.00
641,lumbersexual,356.00,120.00
642,chicharrones,43.00,26.00
643,health,100.00,69.00
644,90's,344.00,126.00
645,YOLO,43.00,10.00
646,portland,218.00,125.00
647,franzen,169.00,167.00
648,butcher,301.00,54.00
649,carry,166.00,23.00
650,normcore,255.00,169.00
651,ethical,196.00,51.00
652,master,257.00,39.00
653,shoreditch,299.00,185.00
654,pinterest,294.00,38.00
655,chicharrones,97.00,50.00
656,fixie,99.00,177.00
657,authentic,21.00,70.00
658,ramps,208.00,64.00
659,microdosing,232.00,131.00
660,Thundercats,368.00,19.00
661,try-hard,141.00,34.00
662,church-key,142.00,26.00
663,cardigan,19.00,20.00
664,heirloom,310.00,158.00
665,try-hard,195.00,142.00
666,lumbersexual,75.00,70.00
667,carry,269.00,142.00
668,tumblr,276.00,39.00
669,kickstarter,233.00,46.00
670,etsy,329.00,102.00
671,ennui,42.00,165.00
672,quinoa,376.00,155.00
673,umami,76.00,150.00
674,PBR&B,189.00,165.00
675,umami,310.00,146.00
676,selvage,212.00,185.00
677,artisan,173.00,95.00
678,brunch,34.00,173.00
679,tumblr,342.00,77.00
680,paleo,137.00,175.00
681,skateboard,72.00,18.00
682,gastropub,305.00,49.00
683,neutra,336.00,103.00
684,viral,30.00,131.00
685,listicle,354.00,11.00
686,authentic,273.00,91.00
687,retro,187.00,109.00
688,austin,331.00,15.00
689,church-key,9.00,69.00
690,neutra,351.00,153.00
691,pop-up,74.00,94.00
692,kinfolk,141.00,4.00
693,flannel,267.00,32.00
694,loko,35.00,167.00
695,truffaut,13.00,138.00
696,ugh,264.00,176.00
697,PBR&B,173.00,10.00
698,polaroid,358.00,79.00
699,migas,202.00,72.00
700,try-hard,304.00,65.00
701,letterpress,211.00,43.00
702,mixtape,89.00,70.00
703,typewriter,291.00,158.00
704,ramps,26.00,147.00
705,VHS,337.00,44.00
706,+1,28.00,177.00
707,selvage,15.00,41.00
708,iPhone,22.00,144.00
709,artisan,18.00,113.00
710,kombucha,159.00,142.00
711,biodiesel,5.00,132.00
712,cornhole,187.00,100.00
713,kitsch,334.00,90.00
714,8-bit,54.00,74.00
715,pabst,188.00,93.00
716,meh,321.00,45.00
717,health,58.00,103.00
718,pinterest,31.00,143.00
